0,9,7
1,6,2
2,7,7
3,4,8
4,1,5
5,7,6
6,4,5
7,8,9
8,7,0
9,9,3
10,0,2
11,2,9
12,6,7
13,9,7
14,8,9
15,6,0
16,8,8
17,8,0
18,8,8
19,5,7
20,3,6
21,7,0
22,8,8
23,4,2
24,9,9
25,3,5
26,9,6
27,8,9
28,8,3
29,8,3
30,3,0
31,8,4
32,1,4
33,1,4
34,7,5
35,4,1
36,8,7
37,2,0
38,3,7
39,5,9
40,1,2
41,9,1
42,1,0
43,8,3
44,0,8
45,9,7
46,8,9
47,1,7
48,9,8
49,6,9
50,2,0
51,9,9
52,8,7
53,4,7
54,7,2
55,8,9
56,0,7
57,7,0
58,6,7
59,0,3
60,0,5
61,2,1
62,4,9
63,8,3
64,9,8
65,3,1
66,5,1
67,8,6
68,8,2
69,1,6
70,6,4
71,6,9
72,2,2
73,7,0
74,1,4
75,5,7
76,8,4
77,8,8
78,0,8
79,9,1
80,9,2
81,1,7
82,2,6
83,5,8
84,5,5
85,4,6
86,4,4
87,0,3
88,8,8
89,3,3
90,3,8
91,5,7
92,2,1
93,9,5
94,6,5
95,5,8
96,5,2
97,7,9
98,5,4
99,5,1
100,6,9
101,3,4
102,4,4
103,4,4
104,4,8
105,8,9
106,3,1
107,2,8
108,7,4
109,9,9
110,3,4
111,3,3
112,3,6
113,7,1
114,9,9
115,9,3
116,7,9
117,1,4
118,5,9
119,3,1
120,7,2
121,3,4
122,5,9
123,3,0
124,2,3
125,7,7
126,7,5
127,2,6
128,0,3
129,4,2
130,2,3
131,1,5
132,1,0
133,0,3
134,9,7
135,4,7
136,6,1
137,0,6
138,8,7
139,9,9
140,6,1
141,6,7
142,8,6
143,4,5
144,3,8
145,2,8
146,9,1
147,7,5
148,8,2
149,0,0
150,8,3
151,5,1
152,7,1
153,1,1
154,9,8
155,8,9
156,6,7
157,9,3
158,1,8
159,1,3
160,4,5
161,9,0
162,4,9
163,8,8
164,2,9
165,2,2
166,8,7
167,2,0
168,7,0
169,3,2
170,2,4
171,1,3
172,8,6
173,1,5
174,0,4
175,4,9
176,0,3
177,8,3
178,0,1
179,2,4
180,7,9
181,5,8
182,3,1
183,1,7
184,8,1
185,3,1
186,9,4
187,2,0
188,9,3
189,6,0
190,8,6
191,8,8
192,7,7
193,8,5
194,5,4
195,8,9
196,3,8
197,1,3
198,1,7
199,2,7
200,3,9
201,0,3
202,3,3
203,9,0
204,2,3
205,6,2
206,5,7
207,8,8
208,9,0
209,4,0
210,0,1
211,4,8
212,2,6
213,5,4
214,6,0
215,0,3
216,7,8
217,8,0
218,6,6
219,9,9
220,7,3
221,8,2
222,8,8
223,3,9
224,3,8
225,3,9
226,7,4
227,5,6
228,8,6
229,8,2
230,2,6
231,9,9
232,4,7
233,7,3
234,5,7
235,5,0
236,4,8
237,5,1
238,3,6
239,8,3
240,1,6
241,5,1
242,8,1
243,4,2
244,1,1
245,9,4
246,3,4
247,7,0
248,4,0
249,0,7
250,5,0
251,7,1
252,7,0
253,2,2
254,8,8
255,9,8
256,1,1
257,6,5
258,6,1
259,8,5
260,1,3
261,1,9
262,5,9
263,1,2
264,4,9
265,8,6
266,3,5
267,7,7
268,8,0
269,9,0
270,3,3
271,2,1
272,9,1
273,8,2
274,4,5
275,1,2
276,2,3
277,5,1
278,5,3
279,6,5
280,8,5
281,1,1
282,3,3
283,4,5
284,6,8
285,9,3
286,4,7
287,3,2
288,8,8
289,3,9
290,1,5
291,3,2
292,9,1
293,6,2
294,4,6
295,0,0
296,5,2
297,5,5
298,0,1
299,6,7
300,8,6
301,6,1
302,2,0
303,1,5
304,7,9
305,4,9
306,3,7
307,1,1
308,6,2
309,1,8
310,2,8
311,7,2
312,6,6
313,7,6
314,3,1
315,7,2
316,9,2
317,4,3
318,4,6
319,7,7
320,9,9
321,8,7
322,5,2
323,5,8
324,8,7
325,1,6
326,3,2
327,2,5
328,4,7
329,8,9
330,4,4
331,1,6
332,8,0
333,8,9
334,9,0
335,4,9
336,2,2
337,7,5
338,2,3
339,0,1
340,3,5
341,1,5
342,4,7
343,2,3
344,5,1
345,6,1
346,9,3
347,4,7
348,6,3
349,9,3
350,8,6
351,5,6
352,6,4
353,5,1
354,6,1
355,4,6
356,0,4
357,4,0
358,3,4
359,1,2
360,1,6
361,8,3
362,7,2
363,7,9
364,3,9
365,6,5
366,1,7
367,6,7
368,0,9
369,6,1
370,5,5
371,9,3
372,4,8
373,3,6
374,1,9
375,8,5
376,8,1
377,5,9
378,6,3
379,9,1
380,8,6
381,9,7
382,4,8
383,7,7
384,0,7
385,7,1
386,5,4
387,0,2
388,5,7
389,0,2
390,7,8
391,7,6
392,2,0
393,1,5
394,0,0
395,5,9
396,2,5
397,5,0
398,7,5
399,0,3
400,6,5
401,3,4
402,3,2
403,3,3
404,6,3
405,1,8
406,8,8
407,8,2
408,3,5
409,1,5
410,7,2
411,1,5
412,0,7
413,9,2
414,8,4
415,4,0
416,8,3
417,6,0
418,4,7
419,6,0
420,1,6
421,9,3
422,3,0
423,2,6
424,3,5
425,0,5
426,4,1
427,3,3
428,8,8
429,3,6
430,0,5
431,7,1
432,0,2
433,5,5
434,8,9
435,6,3
436,7,7
437,4,6
438,4,8
439,9,0
440,9,1
441,5,8
442,2,1
443,8,7
444,5,7
445,8,9
446,9,4
447,5,5
448,1,7
449,7,8
450,4,1
451,3,6
452,0,3
453,6,8
454,2,8
455,9,1
456,9,1
457,0,3
458,0,5
459,8,7
460,6,1
461,9,9
462,9,6
463,8,4
464,4,7
465,5,7
466,5,4
467,2,7
468,6,8
469,6,6
470,6,0
471,1,2
472,0,8
473,7,5
474,2,2
475,7,9
476,0,7
477,1,3
478,1,1
479,5,7
480,5,9
481,0,5
482,5,8
483,6,0
484,2,0
485,4,2
486,4,2
487,6,5
488,3,9
489,2,0
490,6,4
491,1,6
492,2,8
493,6,2
494,5,8
495,4,2
496,7,7
497,3,8
498,2,9
499,8,9
500,9,9
501,8,7
502,3,4
503,4,8
504,5,6
505,3,4
506,9,8
507,0,4
508,5,3
509,7,7
510,5,8
511,3,6
512,8,2
513,0,5
514,5,4
515,2,0
516,6,9
517,3,4
518,8,2
519,8,6
520,2,7
521,2,9
522,3,8
523,1,9
524,1,3
525,9,5
526,6,7
527,5,7
528,6,4
529,5,9
530,6,3
531,7,2
532,2,9
533,1,0
534,8,9
535,5,3
536,8,0
537,2,7
538,2,5
539,5,7
540,8,5
541,0,9
542,1,6
543,5,8
544,9,9
545,0,3
546,4,5
547,9,6
548,7,4
549,7,0
550,5,2
551,8,3
552,6,5
553,4,5
554,3,2
555,5,2
556,0,9
557,0,9
558,9,2
559,5,1
560,9,7
561,4,6
562,7,9
563,1,9
564,5,0
565,0,4
566,0,7
567,1,7
568,6,8
569,1,4
570,7,7
571,3,7
572,9,4
573,4,7
574,7,3
575,8,2
576,7,8
577,3,6
578,5,7
579,1,7
580,2,8
581,2,1
582,4,8
583,1,4
584,6,7
585,5,1
586,0,0
587,0,8
588,8,3
589,8,0
590,4,5
591,5,4
592,5,6
593,4,2
594,8,8
595,6,8
596,6,7
597,9,7
598,5,2
599,2,5
600,2,3
601,5,0
602,6,5
603,4,6
604,5,0
605,2,1
606,9,7
607,5,4
608,1,5
609,0,4
610,1,2
611,9,5
612,8,7
613,7,1
614,7,2
615,4,9
616,9,3
617,7,5
618,2,8
619,5,7
620,2,8
621,7,4
622,6,8
623,3,1
624,7,4
625,3,4
626,9,6
627,2,2
628,2,9
629,8,0
630,2,0
631,6,6
632,4,4
633,5,8
634,1,7
635,2,6
636,4,7
637,4,1
638,2,4
639,4,2
640,6,3
641,7,6
642,6,7
643,0,7
644,1,9
645,6,9
646,4,0
647,5,8
648,8,8
649,0,4
650,5,1
651,3,7
652,2,0
653,1,2
654,5,5
655,1,4
656,4,9
657,3,2
658,7,9
659,4,2
660,8,5
661,9,2
662,8,1
663,0,2
664,5,2
665,0,7
666,2,6
667,9,0
668,3,3
669,4,6
670,2,3
671,8,3
672,4,8
673,3,3
674,5,0
675,9,1
676,7,8
677,7,5
678,8,2
679,1,5
680,8,8
681,7,1
682,4,0
683,8,6
684,5,8
685,8,2
686,3,2
687,3,2
688,6,1
689,9,1
690,1,5
691,4,8
692,8,4
693,7,4
694,0,0
695,9,2
696,3,9
697,3,4
698,3,5
699,9,3
700,0,2
701,7,1
702,4,2
703,0,7
704,8,5
705,3,0
