0,1,3
1,1,1
2,2,4
3,9,3
4,7,1
5,0,5
6,2,5
7,8,4
8,0,0
9,9,6
10,1,5
11,0,4
12,9,2
13,8,4
14,3,1
15,6,6
16,7,9
17,1,6
18,0,3
19,6,9
20,8,2
21,2,1
22,2,5
23,3,2
24,1,2
25,2,6
26,7,8
27,2,2
28,1,8
29,5,7
30,8,8
31,7,0
32,7,5
33,8,7
34,4,0
35,3,6
36,5,9
37,7,2
38,0,8
39,2,6
40,6,0
41,6,9
42,3,5
43,2,0
44,8,3
45,8,3
46,7,4
47,3,1
48,8,5
49,3,4
50,2,9
51,8,1
52,0,9
53,2,4
54,1,5
55,0,3
56,4,0
57,8,7
58,4,5
59,8,3
60,5,2
61,2,3
62,3,6
63,7,0
64,2,6
65,5,0
66,6,0
67,4,3
68,5,0
69,3,8
70,7,3
71,6,2
72,7,4
73,7,9
74,8,2
75,8,9
76,2,8
77,3,8
78,2,0
79,3,2
80,9,2
81,5,5
82,8,9
83,0,3
84,2,5
85,9,9
86,7,3
87,8,8
88,0,6
89,0,6
90,1,5
91,0,1
92,1,0
93,2,9
94,7,9
95,7,6
96,3,1
97,3,4
98,1,0
99,9,4
100,1,4
101,6,0
102,1,3
103,0,3
104,5,0
105,8,6
106,7,9
107,0,0
108,3,3
109,8,8
110,7,7
111,0,5
112,6,2
113,2,9
114,3,4
115,4,1
116,2,7
117,3,3
118,9,9
119,7,5
120,0,2
121,2,3
122,9,1
123,8,3
124,7,9
125,3,8
126,7,7
127,1,6
128,4,8
129,3,5
130,8,5
131,0,3
132,0,6
133,9,4
134,6,9
135,8,3
136,9,8
137,9,5
138,3,4
139,2,4
140,0,1
141,2,1
142,2,9
143,9,8
144,6,5
145,6,9
146,4,5
147,5,9
148,6,8
149,7,0
150,2,9
151,9,6
152,3,7
153,2,3
154,4,5
155,1,1
156,8,8
157,3,9
158,2,0
159,4,5
160,1,7
161,0,2
162,9,2
163,1,3
164,5,2
165,6,5
166,1,4
167,4,7
168,2,1
169,1,0
170,2,1
171,3,2
172,9,4
173,1,9
174,6,1
175,2,1
176,1,1
177,9,2
178,0,8
179,2,2
180,6,8
181,1,6
182,5,3
183,0,9
184,4,4
185,5,4
186,7,0
187,4,0
188,5,3
189,0,1
190,6,3
191,8,9
192,5,5
193,8,9
194,5,7
195,5,5
196,7,8
197,3,0
198,8,6
199,4,7
200,9,7
201,4,3
202,3,3
203,2,6
204,2,8
205,3,4
206,8,9
207,8,5
208,5,7
209,9,7
210,9,7
211,0,4
212,9,1
213,1,9
214,8,3
215,9,3
216,5,5
217,4,7
218,4,4
219,8,7
220,0,7
221,4,6
222,7,6
223,6,3
224,7,8
225,5,7
226,4,7
227,0,6
228,7,8
229,6,0
230,4,6
231,8,3
232,2,6
233,6,5
234,6,8
235,4,6
236,6,1
237,8,9
238,5,7
239,7,9
240,7,2
241,8,3
242,5,5
243,6,2
244,9,8
245,8,7
246,0,3
247,3,6
248,6,2
249,5,8
250,8,6
251,6,6
252,4,4
253,3,1
254,5,2
255,1,8
256,8,1
257,4,9
258,9,8
259,8,6
260,1,0
261,9,6
262,4,2
263,6,3
264,0,1
265,2,3
266,7,2
267,8,2
268,8,7
269,9,7
270,4,6
271,2,7
272,6,7
273,9,3
274,6,3
275,7,4
276,6,8
277,3,8
278,2,8
279,4,4
280,2,1
281,7,2
282,4,1
283,3,1
284,6,2
285,7,7
286,7,0
287,3,3
288,1,8
289,7,4
290,9,4
291,3,3
292,1,9
293,7,2
294,8,6
295,6,7
296,3,8
297,7,6
298,1,2
299,2,9
300,9,6
301,9,7
302,4,3
303,5,6
304,0,4
305,5,0
306,2,0
307,7,6
308,2,4
309,3,5
310,7,5
311,1,6
312,1,0
313,3,3
314,7,9
315,4,3
316,7,6
317,7,5
318,6,1
319,9,5
320,6,2
321,6,0
322,4,1
323,5,1
324,1,6
325,5,1
326,0,8
327,5,9
328,1,6
329,9,9
330,6,3
331,4,2
332,3,8
333,7,5
334,3,2
335,2,3
336,1,0
337,4,9
338,7,2
339,7,6
340,7,6
341,6,6
342,2,5
343,9,1
344,3,1
345,1,5
346,6,9
347,0,1
348,1,9
349,3,6
350,3,5
351,6,3
352,5,0
353,1,4
354,5,6
355,7,2
356,7,4
357,6,8
358,6,3
359,7,5
360,0,5
361,9,8
362,0,7
363,7,8
364,2,1
365,7,5
366,7,1
367,8,9
368,2,0
369,7,8
370,9,5
371,4,8
372,8,4
373,3,3
374,5,3
375,3,7
376,8,1
377,5,9
378,3,6
379,8,4
380,6,6
381,5,5
382,9,7
383,1,7
384,7,9
385,7,6
386,4,2
387,6,3
388,2,5
389,1,8
390,2,0
391,8,9
392,0,4
393,0,0
394,4,8
395,7,0
396,4,2
397,7,9
398,7,3
399,0,2
400,6,7
401,5,3
402,9,2
403,8,1
404,3,6
405,6,7
406,4,8
407,9,0
408,6,6
409,3,9
410,0,8
411,5,5
412,4,7
413,5,3
414,9,4
415,4,9
416,4,5
417,0,1
418,5,7
419,5,9
420,0,3
421,8,3
422,7,4
423,5,3
424,6,5
425,1,5
426,2,6
427,2,9
428,9,3
429,9,5
430,4,0
431,4,6
432,5,7
433,8,5
434,9,7
435,6,7
436,7,2
437,1,6
438,5,6
439,4,7
440,2,9
441,2,6
442,5,6
443,0,6
444,4,7
445,4,2
446,1,2
447,6,8
448,7,9
449,2,2
450,3,2
451,0,8
452,0,4
453,7,8
454,0,9
455,7,3
456,2,5
457,3,2
458,8,7
459,7,9
460,5,8
461,4,9
462,7,5
463,0,8
464,0,9
465,3,4
466,3,0
467,7,2
468,9,8
469,6,6
470,3,7
471,8,3
472,7,0
473,3,6
474,0,3
475,8,7
476,1,7
477,8,5
478,6,8
479,2,4
480,4,9
481,0,4
482,3,4
483,0,2
484,0,7
485,4,4
486,0,4
487,9,6
488,9,8
489,2,2
490,9,1
491,4,9
492,0,8
493,1,2
494,7,2
495,2,2
496,3,0
497,3,0
498,7,6
499,3,3
500,6,1
501,8,6
502,6,1
503,4,1
504,5,0
505,6,1
506,7,3
507,1,9
508,1,5
509,0,0
510,1,9
511,5,2
512,8,7
513,4,8
514,9,0
515,8,5
516,9,1
517,5,8
518,9,1
519,0,8
520,7,2
521,2,6
522,0,4
523,2,4
524,7,0
525,8,9
526,5,1
527,3,4
528,5,9
529,8,9
530,7,8
531,0,5
532,8,0
533,6,3
534,1,1
535,0,2
536,2,0
537,8,2
538,4,9
539,4,0
540,4,5
541,2,0
542,5,0
543,3,5
544,1,7
545,3,0
546,5,3
547,0,0
548,7,3
549,1,3
550,3,8
551,7,4
552,0,0
553,8,1
554,0,6
555,4,7
556,9,3
557,0,3
558,4,6
559,9,2
560,8,7
561,3,7
562,6,8
563,2,3
564,2,1
565,7,0
566,6,0
567,0,8
568,3,5
569,2,2
570,0,3
571,6,2
572,0,9
573,3,4
574,5,8
575,6,4
576,5,7
577,7,3
578,5,9
579,5,5
580,7,1
581,9,9
582,5,3
583,3,5
584,3,5
585,2,4
586,7,2
587,2,5
588,7,5
589,1,1
590,2,3
591,0,7
592,5,4
593,7,1
594,7,6
595,8,9
596,7,1
597,4,6
598,9,6
599,9,0
600,9,1
601,8,9
602,3,1
603,9,1
604,0,0
605,3,2
606,2,4
607,1,4
