0,786,2400
1,2921,951
2,-196,-761
3,-2281,-1439
4,-1443,1148
5,714,2699
6,-2123,-2332
7,122,2390
8,2038,2250
9,2075,-391
10,-2205,-2503
11,1680,26
12,-2068,348
13,336,-1212
14,26,1700
15,121,1470
16,2790,-1493
17,-387,-517
18,-2753,-2723
19,-1432,-945
20,-1454,-108
21,-2675,2561
22,1721,1565
23,-2398,995
24,-1775,2044
25,1583,-1550
26,-2253,2708
27,-1190,-2598
28,-2471,2124
29,516,-1591
30,-21,96
31,399,1841
32,2492,644
33,-988,-1940
34,-865,-2697
35,-1249,2525
36,1573,-2649
37,-331,2330
38,2740,-1128
39,-2208,-911
40,1080,1275
41,1218,-1042
42,-855,528
43,2875,-656
44,-1421,2947
45,-881,-2640
46,1391,-25
47,-1936,-1903
48,-107,1850
49,880,-2450
50,-2759,782
51,-180,-287
52,1727,2587
53,-1759,1000
54,2491,1824
55,-2018,2702
56,-87,1481
57,1860,2528
58,646,2140
59,-914,-1571
60,-1880,1882
61,80,-2798
62,-1650,202
63,-2806,2664
64,256,-2887
65,1250,223
66,-2718,-2732
67,73,-868
68,-2533,757
69,-284,2681
70,-2846,-440
71,-807,-235
72,374,-1418
73,-2532,-52
74,-2164,1921
75,1684,-1881
76,2329,1385
77,1514,-2571
78,-398,2031
79,-196,2767
80,704,-502
81,249,-2587
82,-2345,2736
83,-2808,2619
84,-1998,1097
85,-60,1195
86,-2408,-54
87,1760,-346
88,-1929,-939
89,-472,-1157
90,263,2871
91,2056,-752
92,2011,1263
93,2199,138
94,863,-1143
95,-413,-664
96,60,-1056
97,732,369
98,-972,-1499
99,-869,2166
100,2716,-198
101,652,-1926
102,-180,-2836
103,-1824,-2388
104,-919,1711
105,924,1514
106,-1155,-395
107,-2425,-188
108,-2664,655
109,-1819,437
110,-1325,-234
111,2461,-2643
112,-607,-1065
113,-1386,-588
114,220,174
115,-534,-976
116,2953,409
117,538,2362
118,-2587,-2552
119,-1228,87
120,2424,107
121,-2977,-2279
122,-680,2231
123,-2809,-376
124,2086,1362
125,-67,-1495
126,1821,-1492
127,2888,-964
128,223,-6
129,-1469,1395
130,1014,257
131,2834,2085
132,-2514,-1263
133,1672,-2562
134,2298,717
135,-2045,1263
136,-905,859
137,2725,-2948
138,102,-10
139,191,-926
140,-1118,-711
141,2182,2537
142,940,2755
143,-2105,2225
144,967,-2689
145,-665,1221
146,444,1232
147,-2308,-2711
148,-2215,-1695
149,2495,927
150,-2750,217
151,-1045,1742
152,2562,1367
153,-595,-402
154,-1113,-929
155,538,-2301
156,-689,-379
157,-372,-2723
158,1827,1699
159,-1983,524
160,-2615,-2447
161,2367,-705
162,1795,-1699
163,-2243,1111
164,-1383,2970
165,2140,-1226
166,1695,763
167,2716,-657
168,2379,-2932
169,496,-1562
170,1693,130
171,127,-2890
172,-1737,-724
173,-823,-547
174,191,1572
175,1432,-2388
176,1309,-186
177,-108,-893
178,1034,-371
179,-2470,-373
180,188,466
181,2019,1507
182,2529,-1570
183,648,-241
184,2805,24
185,2550,-581
186,2575,-2936
187,376,2882
188,-1975,-305
189,-2565,469
190,-1003,2133
191,386,2779
192,-1400,-1208
193,1384,-2857
194,-2207,-101
195,-2059,1344
196,901,-1844
197,-995,571
198,1953,-2703
199,-249,1021
200,-919,2410
201,1809,-338
202,13,-157
203,-1056,-34
204,-234,-1725
205,2906,-1157
206,-2878,-2799
207,-172,-252
208,331,2337
209,-2047,534
210,-910,2972
211,2806,-1483
212,2384,1759
213,-2207,-126
214,1051,-806
215,1058,-1317
216,2513,2186
217,-2091,-61
218,1022,-351
219,1028,-893
220,-1032,-975
221,-2725,-2637
222,-1154,1527
223,-2479,-563
224,2134,1746
225,2951,-1141
226,792,255
227,-1336,1948
228,222,-124
229,72,2212
230,-2684,693
231,325,-850
232,-421,1650
233,2193,1901
234,-2042,892
235,169,-377
236,-1076,-1230
237,-1820,1588
238,-1536,-2153
239,61,1454
240,-2783,2190
241,1246,-194
242,-2006,360
243,554,-1251
244,2419,291
245,1072,-2854
246,474,723
247,2573,1342
248,1436,-1128
249,1327,-1918
250,1004,2976
251,2285,-700
252,-2487,1880
253,316,-2462
254,-2085,-2892
255,1074,-570
256,-2029,792
257,-1241,-2485
258,419,191
259,1011,1830
260,2804,-2602
261,1622,1718
262,-2536,1162
263,628,-1775
264,-166,1567
265,1561,846
266,2422,-2795
267,-1247,1477
268,-921,-2198
269,-1412,2836
270,2753,24
271,988,-2341
272,1657,-323
273,-900,2809
274,1207,-231
275,549,-1882
276,-49,-2642
277,-2850,2402
278,-1790,-1715
279,2776,787
280,2531,-2780
