0,-120,753
1,-856,-876
2,2761,-2870
3,-1498,-757
4,-2696,-1505
5,939,-2433
6,-866,1854
7,1251,-553
8,1545,-1800
9,-544,-412
10,2308,390
11,1919,-924
12,1865,-2677
13,-416,983
14,-2008,-571
15,520,-2361
16,1938,-12
17,1516,-1343
18,-2344,1841
19,1484,-216
20,481,180
21,-1669,2662
22,962,275
23,-203,-740
24,275,-973
25,-1110,2653
26,1329,-1880
27,-851,-597
28,610,425
29,-1656,-1746
30,945,-537
31,1837,-308
32,-1939,2048
33,2017,1532
34,2664,1158
35,-1675,-690
36,-1664,-2830
37,-1622,262
38,-1616,-583
39,357,-458
40,2322,-1133
41,-2055,-363
42,398,1830
43,-2881,-2858
44,1934,2242
45,-324,212
46,1294,2217
47,1070,-175
48,-2820,1083
49,-552,2985
50,1886,-1084
51,2083,187
52,-2095,-604
53,1684,614
54,1027,578
55,2190,1324
56,-712,272
57,-1736,-2498
58,1615,-145
59,2417,-2149
60,-2911,2924
61,-562,2569
62,-55,-2696
63,-2377,1046
64,-2806,-2047
65,1297,-602
66,2415,-2
67,-533,246
68,-1348,1466
69,168,1486
70,2852,-1643
71,-242,-1095
72,-1148,2427
73,-1390,867
74,-1215,-2031
75,1303,2796
76,-1479,-766
77,-76,2946
78,-2672,-2793
79,2753,709
80,2493,1388
81,-2451,769
82,-78,1788
83,28,1673
84,1361,-1528
85,-953,2069
86,833,517
87,2187,732
88,-2426,-2239
89,-1931,-247
90,2530,2640
91,933,2418
92,-2857,1578
93,2023,541
94,1786,-2497
95,2788,1959
96,453,2930
97,-2920,2998
98,2054,-1258
99,-1312,2328
100,785,-398
101,2241,2613
102,57,1698
103,-2550,2371
104,1090,-2889
105,-2072,-1728
106,-1497,-1562
107,-2617,509
108,490,-2440
109,-747,-603
110,191,-2968
111,-932,-447
112,2674,2820
113,375,-1301
114,-2902,1876
115,1797,-50
116,494,-1250
117,1452,80
118,1707,-406
119,1376,-2985
120,1991,1990
121,-2911,3000
122,-1685,1671
123,846,2617
124,1174,2882
125,-2678,-2313
126,949,-1981
127,2457,-1340
128,-1763,1456
129,121,-435
130,-1999,1706
131,-2201,-1121
132,550,2681
133,76,2048
134,-2643,20
135,-486,696
136,-1899,-623
137,2232,2810
138,2203,-953
139,-1895,-19
140,2858,2085
141,2161,-849
142,-1858,14
143,-132,2216
144,1803,-1814
145,-2515,-2572
146,-1327,-2005
147,485,959
148,161,2174
149,495,-559
150,1107,1295
151,-470,-1393
152,-531,-2149
153,557,2056
154,2274,-2653
155,-2956,-1502
156,-183,2872
157,-2355,48
158,1446,-488
159,1148,1993
160,612,-2573
161,-1149,2841
162,-2915,-1002
163,-2161,-2498
164,2082,2736
165,-1417,44
166,1893,1838
167,1366,2265
168,1988,2012
169,-1965,14
170,1613,-2225
171,405,1320
172,2671,-1889
173,-981,813
174,-2370,-1268
175,-2317,1600
176,-1479,-2024
177,-1026,-2236
178,-1323,1354
179,-2351,2329
180,773,2278
181,-678,-810
182,-2532,1535
183,-568,2355
184,-578,2625
185,1994,424
186,359,-1757
187,2478,2587
188,-2103,-2764
189,297,-1402
190,-2166,-1075
191,1961,-2689
192,-455,197
193,1166,-652
194,-1927,1032
195,-2811,-2257
196,1820,-3
197,2224,2133
198,-467,612
199,-1166,-1579
200,-1702,-1785
201,507,1603
202,2369,2844
203,415,-2646
204,-1363,-830
205,-1161,-2449
206,-247,-905
207,1872,-685
208,296,733
209,-1535,1727
210,-2206,-255
211,2068,-2130
212,-1283,-2293
213,-1171,-2146
214,-1991,-1224
215,2199,1633
216,426,-1197
217,135,260
218,-2020,796
219,-1600,-153
220,448,-2282
221,-1007,-2479
222,-1631,-111
223,-2737,564
224,2707,1040
225,-1521,2773
226,-490,-2095
227,-2681,2314
228,2034,1932
229,96,2869
230,-925,-1315
231,-882,229
232,1531,608
233,2625,-2043
234,-667,1986
235,579,429
236,2302,-2699
237,1086,-2364
238,787,2297
239,-937,1456
240,2801,2322
241,-1316,287
242,-747,2933
243,-899,2560
244,-741,-2196
245,470,-2750
246,2372,2189
247,-461,859
248,2929,-534
249,2108,300
250,-1413,-2151
251,-1304,1353
252,511,-1925
253,-997,2734
254,-227,-476
255,-2660,676
256,91,2534
257,617,-2636
258,614,126
259,2429,-1609
260,-101,-957
261,-1239,2636
262,-2223,2660
263,-2934,-977
264,2677,599
265,2675,-2492
266,-2933,-1974
267,-2349,469
268,515,14
269,-235,-1810
270,-2420,-775
271,-2522,881
272,-1673,284
273,-1643,-1824
274,-45,1942
275,-1306,2122
276,-1718,2338
277,-1929,2010
278,1364,2804
279,2344,-661
280,2004,989
281,1022,-489
282,-2851,-1690
283,-1792,-504
284,-236,933
285,-2949,85
286,173,-409
287,2659,920
288,740,-2850
289,1667,1516
290,105,-2978
291,1069,1998
292,-77,574
293,-842,1367
294,2538,238
295,1268,-758
296,-2759,2831
297,-2614,286
298,1640,1788
299,-822,2380
300,-1530,-1338
301,2881,-1370
302,489,-97
303,-1167,-1585
304,-440,-1269
305,527,-1923
306,-1189,-1620
307,-499,-2395
308,427,2767
309,-2960,-788
310,-2406,861
311,2366,-2144
312,1731,554
313,2523,921
314,-2774,-1803
315,-1040,-865
316,1847,-549
317,2631,732
318,1281,331
319,-1712,-127
320,1402,1335
321,-252,2826
322,2308,-2346
323,-1547,-534
324,2506,2787
325,1573,1903
326,2563,-583
327,1355,-600
328,323,-1177
329,-1187,-2974
330,-1674,-2334
331,2967,-1738
332,50,107
333,-1211,812
334,-1134,-1433
335,1114,-2991
336,2725,813
337,-1877,-2921
338,-1788,-2437
339,-2918,2909
340,1786,452
341,1522,-869
342,1282,1918
343,-287,2517
344,-1170,-2461
345,-1154,346
346,2970,141
347,1766,1640
348,1644,1700
349,-1740,-1190
350,-2755,-1007
351,1958,2714
352,-172,-1532
353,226,2970
354,-33,-1908
355,-963,-1307
356,1138,-2439
357,-1496,-577
358,-415,1020
359,570,314
360,2394,2039
361,329,2748
362,-330,-792
363,1909,1494
364,-1861,-1027
365,-2129,2825
366,281,-1017
367,-1204,274
368,-1391,-1875
369,2041,2571
370,-2980,2166
371,-991,1878
372,1270,2492
373,1966,397
374,1945,2392
375,1575,787
376,-2703,-1972
377,954,-78
378,1295,-1990
379,1242,23
380,-388,416
381,1048,40
382,1153,-147
383,-1870,-1205
384,2053,-2419
385,-28,-1233
386,1304,-149
387,-2001,-2832
388,490,-249
389,-905,2091
390,938,1041
391,2078,-2967
392,-2370,-1286
393,1489,1988
394,777,194
395,1146,2520
396,340,-1068
397,-1948,1532
398,-2642,-123
399,-654,-1167
400,-2123,1169
401,555,-334
402,283,-1442
403,-1410,1026
404,204,-2887
405,-964,2256
406,2792,-2448
407,1709,-1511
408,2186,-2697
409,-1540,-2822
410,2770,848
411,-1301,-2093
412,-858,-2670
413,1958,1642
414,522,2457
415,1256,-1671
416,1789,-325
417,-1754,-392
418,-387,-2870
419,1224,-691
420,982,251
421,702,2374
422,2809,-635
423,2499,2399
424,-1738,-196
425,-2190,-1632
426,2625,-1947
427,-2094,-1360
428,-2533,-817
429,-441,1133
430,-1088,758
431,-55,-2897
432,-143,1757
433,1546,484
434,1071,1596
435,-2132,2740
436,655,-1450
437,1303,2192
438,-806,2541
439,-647,2267
440,738,-1636
441,-1098,-1447
442,-2277,2516
443,-1950,-291
444,-2645,-1682
445,-313,-246
446,2285,2711
447,700,-1931
448,-870,-2919
449,-2911,2703
450,-2169,1895
451,-585,-2162
452,2356,-2563
453,2428,1915
454,-876,2800
455,2860,1680
456,-716,-2133
457,89,-557
458,284,-1502
459,-635,473
460,717,-337
461,1866,286
462,-2986,2894
463,2929,2520
464,-1785,-1985
465,2193,804
466,-1016,-2990
467,-1870,484
468,-48,-2856
469,380,-2906
470,-866,-2219
471,2836,1098
472,2271,2217
473,-1529,-1716
474,1421,2550
475,849,-1191
476,-1431,-1592
477,2480,-1887
478,334,-1604
479,-1304,-229
480,156,2829
481,1933,2935
482,-1963,1150
483,-282,-1344
484,737,1827
485,-93,-1674
486,-303,508
487,2727,-1334
488,-654,-2574
489,-2230,-1785
490,-1657,-394
491,379,1863
492,-2893,446
493,2800,634
494,-222,356
495,-1254,2812
496,-2977,-1115
497,-1779,1306
498,1123,2720
499,-1505,2386
500,-658,87
501,34,-2800
502,-1367,-2756
503,579,-2069
504,77,-2358
505,813,2314
506,-1108,-1723
507,323,-19
508,-1002,-75
509,-2717,78
510,-188,-478
511,-1696,-1511
512,-1227,-393
513,1218,1641
514,285,-517
