0,1,6
1,3,4
2,6,3
3,0,9
4,5,5
5,0,8
6,8,2
7,5,6
8,0,6
9,0,1
10,4,7
11,4,6
12,7,3
13,3,7
14,5,6
15,9,0
16,9,7
17,9,4
18,5,7
19,5,4
20,9,6
21,2,4
22,9,4
23,6,1
24,9,3
25,4,4
26,0,6
27,3,4
28,0,8
29,5,5
30,1,5
31,2,8
32,9,4
33,4,6
34,3,4
35,3,4
36,3,3
37,6,3
38,8,0
39,4,2
40,7,9
41,1,7
42,7,7
43,0,5
44,9,2
45,3,3
46,7,2
47,5,9
48,3,4
49,0,5
50,2,1
51,5,7
52,6,9
53,2,6
54,3,5
55,7,6
56,8,5
57,1,0
58,1,4
59,8,3
60,0,7
61,6,8
62,5,7
63,8,9
64,5,0
65,1,1
66,9,0
67,6,7
68,7,7
69,9,9
70,5,8
71,4,3
72,3,2
73,4,5
74,9,3
75,9,1
76,5,1
77,7,3
78,4,6
79,4,4
80,7,1
81,8,7
82,1,5
83,4,5
84,2,5
85,2,8
86,4,9
87,4,2
88,9,7
89,8,3
90,0,6
91,6,2
92,9,5
93,3,6
94,0,4
95,0,0
96,7,0
97,7,0
98,0,7
99,4,8
